Model,Release Date,Release Year,Model ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch),Company_ID,Company,Company_real,Computation,Appearance
Yarvik GoTab Xerios TAB420,2012-01-01,2012.0,2578,0.249977111,0.062079576,0.599817517,0.597122302,0.375609756,0.281746032,0.699863574,0.471311475,0.050673509,0.119842408,0.12887931,0.18753155,150.0,Yarvik,Yarvik Nextec,0.2748514385,0.34063104574999997
Yarvik GoTab Xerios TAB460,2012-01-01,2012.0,2579,0.249977111,0.062079576,0.599817517,0.597122302,0.375609756,0.281746032,0.699863574,0.471311475,0.050673509,0.119842408,0.134051724,0.18753155,150.0,Yarvik,Yarvik Nextec,0.2748514385,0.3412775975
Alcatel One Touch OT-908F,2012-02-01,2012.083333,2580,0.249977111,0.008388246,0.299680654,0.079136691,0.056910569,0.142857143,0.13888131,0.259836066,0.040731238,0.007751108,0.012931034,0.249116608,6.0,Alcatel,Alcatel-Lucent,0.20179065475000002,0.09237939487499999
BN NOOK Tablet 8GB,2012-02-01,2012.083333,2581,0.249977111,0.125838031,0.499771896,0.381294964,0.375609756,0.281746032,0.328785812,0.643442623,0.039127646,0.058904139,0.073275862,0.315497224,18.0,BN,Barnes & Noble,0.2977710655,0.27277335425
Fujitsu Stylistic M350/CA2,2012-02-01,2012.083333,2582,0.249977111,0.125838031,0.499771896,0.381294964,0.203252033,0.492063492,0.309686221,0.618852459,0.050673509,0.062501338,0.077586207,0.315497224,50.0,Fujitsu,Fujitsu Ltd,0.2977710655,0.27448877787500003
Fujitsu Stylistic M350/CA2,2012-02-01,2012.083333,2582,0.249977111,0.125838031,0.499771896,0.381294964,0.203252033,0.492063492,0.309686221,0.618852459,0.050673509,0.062501338,0.077586207,0.315497224,50.0,Fujitsu-Siemens,Fujitsu Ltd,0.2977710655,0.27448877787500003
HTC Radar NA (HTC Omega),2012-02-01,2012.083333,2583,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331,61.0,Audiovox,HTC,0.34585284225,0.14810575324999997
HTC Radar NA (HTC Omega),2012-02-01,2012.083333,2583,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331,61.0,Bell,HTC,0.34585284225,0.14810575324999997
HTC Radar NA (HTC Omega),2012-02-01,2012.083333,2583,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331,61.0,Cingular,HTC,0.34585284225,0.14810575324999997
HTC Radar NA (HTC Omega),2012-02-01,2012.083333,2583,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331,61.0,CyberBank,HTC,0.34585284225,0.14810575324999997
HTC Radar NA (HTC Omega),2012-02-01,2012.083333,2583,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331,61.0,Daxian,HTC,0.34585284225,0.14810575324999997
HTC Radar NA (HTC Omega),2012-02-01,2012.083333,2583,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331,61.0,Dopod,HTC,0.34585284225,0.14810575324999997
HTC Radar NA (HTC Omega),2012-02-01,2012.083333,2583,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331,61.0,Grundig,HTC,0.34585284225,0.14810575324999997
HTC Radar NA (HTC Omega),2012-02-01,2012.083333,2583,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331,61.0,HTC,HTC,0.34585284225,0.14810575324999997
HTC Radar NA (HTC Omega),2012-02-01,2012.083333,2583,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331,61.0,Krome,HTC,0.34585284225,0.14810575324999997
HTC Radar NA (HTC Omega),2012-02-01,2012.083333,2583,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331,61.0,Lobster,HTC,0.34585284225,0.14810575324999997
HTC Radar NA (HTC Omega),2012-02-01,2012.083333,2583,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331,61.0,Mobile,HTC,0.34585284225,0.14810575324999997
HTC Radar NA (HTC Omega),2012-02-01,2012.083333,2583,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331,61.0,Qtek,HTC,0.34585284225,0.14810575324999997
HTC Radar NA (HTC Omega),2012-02-01,2012.083333,2583,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331,61.0,Swisscom,HTC,0.34585284225,0.14810575324999997
HTC Radar NA (HTC Omega),2012-02-01,2012.083333,2583,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331,61.0,Telstra,HTC,0.34585284225,0.14810575324999997
HTC Radar NA (HTC Omega),2012-02-01,2012.083333,2583,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331,61.0,Trium,HTC,0.34585284225,0.14810575324999997
HTC Radar NA (HTC Omega),2012-02-01,2012.083333,2583,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331,61.0,Typhoon,HTC,0.34585284225,0.14810575324999997
HTC Radar NA (HTC Omega),2012-02-01,2012.083333,2583,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331,61.0,UTStarcom,HTC,0.34585284225,0.14810575324999997
Huawei Honor U8860-51 (Huawei U8860),2012-02-01,2012.083333,2584,0.249977111,0.062079576,0.699863138,0.165467626,0.154471545,0.407738095,0.150068213,0.307377049,0.030788967,0.010898657,0.017241379,0.713780919,62.0,Emobile,Huawei,0.431425186,0.15550644137500003
Huawei Honor U8860-51 (Huawei U8860),2012-02-01,2012.083333,2584,0.249977111,0.062079576,0.699863138,0.165467626,0.154471545,0.407738095,0.150068213,0.307377049,0.030788967,0.010898657,0.017241379,0.713780919,62.0,Huawei,Huawei,0.431425186,0.15550644137500003
Huawei Honor U8860-51 (Huawei U8860),2012-02-01,2012.083333,2584,0.249977111,0.062079576,0.699863138,0.165467626,0.154471545,0.407738095,0.150068213,0.307377049,0.030788967,0.010898657,0.017241379,0.713780919,62.0,Red,Huawei,0.431425186,0.15550644137500003
Huawei Honor U8860-51 (Huawei U8860),2012-02-01,2012.083333,2584,0.249977111,0.062079576,0.699863138,0.165467626,0.154471545,0.407738095,0.150068213,0.307377049,0.030788967,0.010898657,0.017241379,0.713780919,62.0,WellcoM,Huawei,0.431425186,0.15550644137500003
Lenovo LePhone S2-38AH0,2012-02-01,2012.083333,2585,0.249977111,0.031878203,0.499771896,0.151079137,0.154471545,0.380952381,0.145975443,0.299180328,0.030788967,0.007644049,0.014008621,0.510853104,76.0,i-teq,Lenovo,0.3231200785,0.148012558875
Lenovo LePhone S2-38AH0,2012-02-01,2012.083333,2585,0.249977111,0.031878203,0.499771896,0.151079137,0.154471545,0.380952381,0.145975443,0.299180328,0.030788967,0.007644049,0.014008621,0.510853104,76.0,Lenovo,Lenovo,0.3231200785,0.148012558875
LG E400 Optimus L3,2012-02-01,2012.083333,2586,0.187475204,0.016777517,0.399726275,0.107913669,0.056910569,0.142857143,0.150341064,0.213934426,0.035920462,0.006166627,0.010560345,0.204442201,77.0,LG,LG Electronics,0.20210529925,0.09057553812500001
LG F100S Optimus Vu,2012-02-01,2012.083333,2587,0.499984741,0.499999488,0.749885948,0.237410072,0.271544715,0.492063492,0.228922237,0.371311475,0.015394484,0.007001692,0.023275862,0.694093892,77.0,LG,LG Electronics,0.61099101725,0.20586550362499997
Motorola Defy Mini XT320,2012-02-01,2012.083333,2588,0.249977111,0.008388246,0.299680654,0.107913669,0.089430894,0.222222222,0.141882674,0.245901639,0.041372675,0.007686872,0.01012931,0.344522968,87.0,Motorola,Motorola,0.22564224475,0.10831749437499999
Motorola MOTOSMART PLUS XT615,2012-02-01,2012.083333,2589,0.249977111,0.016777517,0.399726275,0.165467626,0.154471545,0.407738095,0.1473397,0.281557377,0.024053881,0.00822217,0.013706897,0.30338213,87.0,Motorola,Motorola,0.24246575825000002,0.150319661375
NEC Medias LTE N-04D,2012-02-01,2012.083333,2590,0.499984741,0.250005786,0.599817517,0.18705036,0.25203252,0.619047619,0.165075034,0.336065574,0.033354715,0.011797957,0.019181034,0.751640586,91.0,NEC,NEC Corporationæ,0.5253621575,0.202950601625
RIM BlackBerry Porsche Design P'9981 ,2012-02-01,2012.083333,2591,0.374980926,0.125838031,0.599817517,0.079136691,0.219512195,0.222222222,0.165075034,0.270491803,0.033354715,0.009207117,0.020474138,0.612317012,21.0,RIM,BlackBerry Limited,0.4282383715,0.127434239375
Samsung GT-i9250 Galaxy Nexus 32GB / Prime (Samsung Yakju),2012-02-01,2012.083333,2592,0.499984741,0.499999488,0.599817517,0.208633094,0.25203252,0.619047619,0.167639836,0.354508197,0.018216806,0.008179346,0.016163793,0.68525997,113.0,Samsung,Samsung,0.571265429,0.20555265137500003
Samsung GT-P6201 Galaxy Tab 7.0 Plus N 16GB,2012-02-01,2012.083333,2593,0.499984741,0.249999232,0.599817517,0.381294964,0.375609756,0.281746032,0.51159618,0.299180328,0.024759461,0.041025202,0.061422414,0.315749621,113.0,Samsung,Samsung,0.41638777774999997,0.247079292125
Samsung GT-S6108 Galaxy Y Pop,2012-02-01,2012.083333,2594,0.187475204,0.062079576,0.311686129,0.100719424,0.056910569,0.142857143,0.145975443,0.249180328,0.037716485,0.007451341,0.010517241,0.209237759,113.0,Samsung,Samsung,0.192619667,0.09391599675
Samsung SCH-i579 Galaxy Ace Duos,2012-02-01,2012.083333,2595,0.187475204,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.145702592,0.259836066,0.034637588,0.007130163,0.010775862,0.307168097,113.0,Samsung,Samsung,0.22568945549999997,0.11240397375
Samsung SCH-R920 Galaxy Attain 4G,2012-02-01,2012.083333,2596,0.249977111,0.04764741,0.499771896,0.129496403,0.089430894,0.222222222,0.1473397,0.27704918,0.035920462,0.00822217,0.012931034,0.30338213,113.0,Samsung,Samsung,0.27519463675,0.11532650812499999
Samsung SGH-i717 Galaxy Note LTE,2012-02-01,2012.083333,2597,0.499984741,0.249999232,0.749885948,0.258992806,0.284552846,0.619047619,0.208594816,0.40102459,0.022771007,0.015716335,0.026293103,0.60676426,113.0,Samsung,Samsung,0.52665854525,0.22962414025
Sony Ericsson Xperia active ST17 Billabong Edition,2012-02-01,2012.083333,2598,0.249977111,0.016777517,0.499771896,0.09352518,0.089430894,0.222222222,0.132332879,0.176229508,0.066709429,0.008436289,0.010948276,0.374558304,other,other,other,0.28527120699999997,0.09997933462500001
Sony Xperia NX SO-02D (Sony Nozomi),2012-02-01,2012.083333,2599,0.499984741,0.499999488,0.755888685,0.18705036,0.25203252,0.619047619,0.156889495,0.323770492,0.028864657,0.009142882,0.018103448,0.751640586,123.0,Sony,Sony Corporation,0.626878375,0.19936268412499997
Telstra HTC Velocity 4G (HTC Holiday),2012-02-01,2012.083333,2600,0.499984741,0.250005786,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149,61.0,Audiovox,HTC,0.501420406,0.17495830212500002
Telstra HTC Velocity 4G (HTC Holiday),2012-02-01,2012.083333,2600,0.499984741,0.250005786,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149,61.0,Bell,HTC,0.501420406,0.17495830212500002
Telstra HTC Velocity 4G (HTC Holiday),2012-02-01,2012.083333,2600,0.499984741,0.250005786,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149,61.0,Cingular,HTC,0.501420406,0.17495830212500002
Telstra HTC Velocity 4G (HTC Holiday),2012-02-01,2012.083333,2600,0.499984741,0.250005786,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149,61.0,CyberBank,HTC,0.501420406,0.17495830212500002
Telstra HTC Velocity 4G (HTC Holiday),2012-02-01,2012.083333,2600,0.499984741,0.250005786,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149,61.0,Daxian,HTC,0.501420406,0.17495830212500002
Telstra HTC Velocity 4G (HTC Holiday),2012-02-01,2012.083333,2600,0.499984741,0.250005786,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149,61.0,Dopod,HTC,0.501420406,0.17495830212500002
Telstra HTC Velocity 4G (HTC Holiday),2012-02-01,2012.083333,2600,0.499984741,0.250005786,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149,61.0,Grundig,HTC,0.501420406,0.17495830212500002
Telstra HTC Velocity 4G (HTC Holiday),2012-02-01,2012.083333,2600,0.499984741,0.250005786,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149,61.0,HTC,HTC,0.501420406,0.17495830212500002
Telstra HTC Velocity 4G (HTC Holiday),2012-02-01,2012.083333,2600,0.499984741,0.250005786,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149,61.0,Krome,HTC,0.501420406,0.17495830212500002
Telstra HTC Velocity 4G (HTC Holiday),2012-02-01,2012.083333,2600,0.499984741,0.250005786,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149,61.0,Lobster,HTC,0.501420406,0.17495830212500002
Telstra HTC Velocity 4G (HTC Holiday),2012-02-01,2012.083333,2600,0.499984741,0.250005786,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149,61.0,Mobile,HTC,0.501420406,0.17495830212500002
Telstra HTC Velocity 4G (HTC Holiday),2012-02-01,2012.083333,2600,0.499984741,0.250005786,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149,61.0,Qtek,HTC,0.501420406,0.17495830212500002
Telstra HTC Velocity 4G (HTC Holiday),2012-02-01,2012.083333,2600,0.499984741,0.250005786,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149,61.0,Swisscom,HTC,0.501420406,0.17495830212500002
Telstra HTC Velocity 4G (HTC Holiday),2012-02-01,2012.083333,2600,0.499984741,0.250005786,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149,61.0,Telstra,HTC,0.501420406,0.17495830212500002
Telstra HTC Velocity 4G (HTC Holiday),2012-02-01,2012.083333,2600,0.499984741,0.250005786,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149,61.0,Trium,HTC,0.501420406,0.17495830212500002
Telstra HTC Velocity 4G (HTC Holiday),2012-02-01,2012.083333,2600,0.499984741,0.250005786,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149,61.0,Typhoon,HTC,0.501420406,0.17495830212500002
Telstra HTC Velocity 4G (HTC Holiday),2012-02-01,2012.083333,2600,0.499984741,0.250005786,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149,61.0,UTStarcom,HTC,0.501420406,0.17495830212500002
Toshiba Excite 10 LE AT205 16GB,2012-02-01,2012.083333,2601,0.499984741,0.499999488,0.599817517,0.604316547,0.479674797,0.380952381,0.683492497,0.520491803,0.010262989,0.065135002,0.10237069,0.265270066,136.0,Toshiba,Toshiba Corporation,0.466267953,0.35583708825
Toshiba Excite X10 AT200 16GB,2012-02-01,2012.083333,2602,0.499984741,0.249999232,0.599817517,0.604316547,0.479674797,0.380952381,0.683492497,0.520491803,0.010262989,0.065135002,0.10237069,0.265270066,136.0,Toshiba,Toshiba Corporation,0.403767889,0.35583708825
Verizon Samsung SCH-i815 Galaxy Tab 7.7 LTE,2012-02-01,2012.083333,2603,0.499984741,0.250005786,0.699863138,0.431654676,0.479674797,0.380952381,0.519781719,0.344262295,0.011545863,0.034879986,0.060387931,0.384654215,143.0,Verizon,Verizon Communications,0.45862697,0.282892456
Yarvik GoTab Exxa TAB465EUK / GoTab Zetta TAB467EUK,2012-02-01,2012.083333,2604,0.249977111,0.125838031,0.599817517,0.575539568,0.375609756,0.365079365,0.648021828,0.581967213,0.025016036,0.090336809,0.128232759,0.22160525,150.0,Yarvik,Yarvik Nextec,0.29930947725,0.34872541674999996
Yarvik GoTab Gravity TAB364,2012-02-01,2012.083333,2605,0.249977111,0.062079576,0.599817517,0.45323741,0.284552846,0.281746032,0.555252387,0.430327869,0.04425914,0.080572982,0.095258621,0.203685008,150.0,Yarvik,Yarvik Nextec,0.278889803,0.27815091087500005
Yarvik GoTab Velocity TAB224,2012-02-01,2012.083333,2606,0.249977111,0.062079576,0.599817517,0.381294964,0.284552846,0.222222222,0.503410641,0.299180328,0.04425914,0.055413999,0.065732759,0.22387683,150.0,Yarvik,Yarvik Nextec,0.28393775849999997,0.23200836237500003
Yarvik GoTab Xerios TAB424,2012-02-01,2012.083333,2607,0.249977111,0.062079576,0.599817517,0.597122302,0.375609756,0.281746032,0.699863574,0.471311475,0.050673509,0.119842408,0.12887931,0.18753155,150.0,Yarvik,Yarvik Nextec,0.2748514385,0.34063104574999997
Yarvik GoTab Xerios TAB464,2012-02-01,2012.083333,2608,0.249977111,0.125838031,0.599817517,0.597122302,0.375609756,0.281746032,0.699863574,0.471311475,0.050673509,0.119842408,0.134051724,0.18753155,150.0,Yarvik,Yarvik Nextec,0.29079105225,0.3412775975
ZTE Blade II,2012-02-01,2012.083333,2609,0.249977111,0.016793902,0.499771896,0.129496403,0.154471545,0.380952381,0.140245566,0.270901639,0.030788967,0.006102392,0.01237069,0.560070671,156.0,TMN,ZTE,0.331653395,0.14066619787500004
ZTE Blade II,2012-02-01,2012.083333,2609,0.249977111,0.016793902,0.499771896,0.129496403,0.154471545,0.380952381,0.140245566,0.270901639,0.030788967,0.006102392,0.01237069,0.560070671,156.0,ZTE,ZTE,0.331653395,0.14066619787500004
ZTE Light Tab 2 (ZTE V9A),2012-02-01,2012.083333,2610,0.499984741,0.062079576,0.499771896,0.381294964,0.203252033,0.492063492,0.533424284,0.299180328,0.041693393,0.057041304,0.073706897,0.315497224,156.0,TMN,ZTE,0.34433335925,0.26020708687500005
ZTE Light Tab 2 (ZTE V9A),2012-02-01,2012.083333,2610,0.499984741,0.062079576,0.499771896,0.381294964,0.203252033,0.492063492,0.533424284,0.299180328,0.041693393,0.057041304,0.073706897,0.315497224,156.0,ZTE,ZTE,0.34433335925,0.26020708687500005
ZTE T72,2012-02-01,2012.083333,2611,0.249977111,0.249999232,0.399726275,0.381294964,0.203252033,0.492063492,0.315143247,0.618852459,0.047466325,0.010620303,0.072198276,0.535840485,156.0,TMN,ZTE,0.35888577575,0.267611387375
ZTE T72,2012-02-01,2012.083333,2611,0.249977111,0.249999232,0.399726275,0.381294964,0.203252033,0.492063492,0.315143247,0.618852459,0.047466325,0.010620303,0.072198276,0.535840485,156.0,ZTE,ZTE,0.35888577575,0.267611387375
ZTE Tania (ZTE Spirit),2012-02-01,2012.083333,2612,0.249977111,0.062079576,0.499771896,0.18705036,0.154471545,0.380952381,0.167257844,0.326229508,0.029506094,0.010534655,0.021163793,0.436648157,156.0,TMN,ZTE,0.312119185,0.1596457725
ZTE Tania (ZTE Spirit),2012-02-01,2012.083333,2612,0.249977111,0.062079576,0.499771896,0.18705036,0.154471545,0.380952381,0.167257844,0.326229508,0.029506094,0.010534655,0.021163793,0.436648157,156.0,ZTE,ZTE,0.312119185,0.1596457725
Alcatel One Touch OT-995,2012-03-01,2012.166667,2613,0.249977111,0.031878203,0.699863138,0.18705036,0.154471545,0.380952381,0.167803547,0.319672131,0.023412444,0.008586172,0.013793103,0.436648157,6.0,Alcatel,Alcatel-Lucent,0.35459165225,0.156967710375
Alcatel Venture,2012-03-01,2012.166667,2614,0.249977111,0.008388246,0.299680654,0.079136691,0.056910569,0.142857143,0.141609823,0.286885246,0.04041052,0.00901441,0.013362069,0.249116608,6.0,Alcatel,Alcatel-Lucent,0.20179065475000002,0.096273308875
Apple  iPad 3 4G LTE 16GB / New iPad / iPad 3rd generation,2012-03-01,2012.166667,2615,0.499984741,0.249999232,0.499771896,0.575539568,0.583739837,1.0,0.488949523,0.787704918,0.021167415,0.080701454,0.129741379,0.554265522,10.0,Apple,Apple Inc,0.45100534775,0.45844301175
Apple  iPad 3 4G LTE 32GB / New iPad / iPad 3rd generation,2012-03-01,2012.166667,2616,0.499984741,0.499999488,0.499771896,0.575539568,0.583739837,1.0,0.488949523,0.787704918,0.021167415,0.080701454,0.129741379,0.554265522,10.0,Apple,Apple Inc,0.51350541175,0.45844301175
Apple  iPad 3 4G LTE 64GB / New iPad / iPad 3rd generation,2012-03-01,2012.166667,2617,0.499984741,1.0,0.499771896,0.575539568,0.583739837,1.0,0.488949523,0.787704918,0.021167415,0.080701454,0.129741379,0.554265522,10.0,Apple,Apple Inc,0.63850553975,0.45844301175
Apple  iPad 3 WiFi 16GB / New iPad / iPad 3rd generation,2012-03-01,2012.166667,2618,0.499984741,0.249999232,0.499771896,0.575539568,0.583739837,1.0,0.488949523,0.787704918,0.021167415,0.080701454,0.127586207,0.554265522,10.0,Apple,Apple Inc,0.45100534775,0.45817361525
Apple iPad 3 CDMA 64GB / New iPad / iPad 3rd generation,2012-03-01,2012.166667,2619,0.499984741,1.0,0.499771896,0.575539568,0.583739837,1.0,0.488949523,0.787704918,0.021167415,0.080701454,0.129741379,0.554265522,10.0,Apple,Apple Inc,0.63850553975,0.45844301175
Apple iPhone 4S CT 64GB,2012-03-01,2012.166667,2620,0.249977111,1.0,0.399726275,0.129496403,0.219512195,0.46031746,0.142155525,0.271311475,0.020525978,0.004004025,0.017241379,0.710752145,10.0,Apple,Apple Inc,0.59011388275,0.158070555
Asus Eee Pad MeMO 171 ME370T 16GB,2012-03-01,2012.166667,2621,0.499984741,0.249999232,0.599817517,0.388489209,0.479674797,0.380952381,0.304229195,0.620901639,0.043296985,0.05564953,0.073275862,0.425542655,14.0,Asus,Asus,0.44383603625,0.29330869975
Gigabyte GSmart G1355,2012-03-01,2012.166667,2622,0.249977111,0.016777517,0.399726275,0.18705036,0.154471545,0.380952381,0.17271487,0.331147541,0.034637588,0.012868552,0.023275862,0.436648157,53.0,Gigabyte,Gigabyte Technology,0.275782265,0.16213983737499998
Huawei Ascend G300 (Huawei U8815),2012-03-01,2012.166667,2623,0.249977111,0.060624562,0.499771896,0.165467626,0.154471545,0.380952381,0.154160982,0.301229508,0.02822322,0.007900991,0.017241379,0.474255427,62.0,Emobile,Huawei,0.321157249,0.15120595400000003
Huawei Ascend G300 (Huawei U8815),2012-03-01,2012.166667,2623,0.249977111,0.060624562,0.499771896,0.165467626,0.154471545,0.380952381,0.154160982,0.301229508,0.02822322,0.007900991,0.017241379,0.474255427,62.0,Huawei,Huawei,0.321157249,0.15120595400000003
Huawei Ascend G300 (Huawei U8815),2012-03-01,2012.166667,2623,0.249977111,0.060624562,0.499771896,0.165467626,0.154471545,0.380952381,0.154160982,0.301229508,0.02822322,0.007900991,0.017241379,0.474255427,62.0,Red,Huawei,0.321157249,0.15120595400000003
Huawei Ascend G300 (Huawei U8815),2012-03-01,2012.166667,2623,0.249977111,0.060624562,0.499771896,0.165467626,0.154471545,0.380952381,0.154160982,0.301229508,0.02822322,0.007900991,0.017241379,0.474255427,62.0,WellcoM,Huawei,0.321157249,0.15120595400000003
Huawei Ascend G300 NFC (Huawei U8815N),2012-03-01,2012.166667,2624,0.249977111,0.008388246,0.499771896,0.165467626,0.154471545,0.380952381,0.154160982,0.301229508,0.02822322,0.00901441,0.017241379,0.480060575,62.0,Emobile,Huawei,0.30954945700000003,0.15134513137500005
Huawei Ascend G300 NFC (Huawei U8815N),2012-03-01,2012.166667,2624,0.249977111,0.008388246,0.499771896,0.165467626,0.154471545,0.380952381,0.154160982,0.301229508,0.02822322,0.00901441,0.017241379,0.480060575,62.0,Huawei,Huawei,0.30954945700000003,0.15134513137500005
Huawei Ascend G300 NFC (Huawei U8815N),2012-03-01,2012.166667,2624,0.249977111,0.008388246,0.499771896,0.165467626,0.154471545,0.380952381,0.154160982,0.301229508,0.02822322,0.00901441,0.017241379,0.480060575,62.0,Red,Huawei,0.30954945700000003,0.15134513137500005
Huawei Ascend G300 NFC (Huawei U8815N),2012-03-01,2012.166667,2624,0.249977111,0.008388246,0.499771896,0.165467626,0.154471545,0.380952381,0.154160982,0.301229508,0.02822322,0.00901441,0.017241379,0.480060575,62.0,WellcoM,Huawei,0.30954945700000003,0.15134513137500005
Lenovo LePhone S2-38AT0 16GB,2012-03-01,2012.166667,2625,0.499984741,0.249999232,0.499771896,0.151079137,0.154471545,0.380952381,0.145975443,0.299180328,0.030788967,0.010213477,0.017025862,0.436648157,76.0,i-teq,Lenovo,0.4216010065,0.14871089249999997
Lenovo LePhone S2-38AT0 16GB,2012-03-01,2012.166667,2625,0.499984741,0.249999232,0.499771896,0.151079137,0.154471545,0.380952381,0.145975443,0.299180328,0.030788967,0.010213477,0.017025862,0.436648157,76.0,Lenovo,Lenovo,0.4216010065,0.14871089249999997
LG F100L Optimus Vu / Optimus Sketch,2012-03-01,2012.166667,2626,0.499984741,0.499999488,0.749885948,0.237410072,0.271544715,0.492063492,0.228922237,0.371311475,0.015394484,0.013532321,0.023275862,0.5340737,77.0,LG,LG Electronics,0.57098596925,0.20668183224999997
LG VS840 Lucid 4G (LG Cayman),2012-03-01,2012.166667,2627,0.499984741,0.125838031,0.599817517,0.165467626,0.154471545,0.380952381,0.151978172,0.27704918,0.033996151,0.008264994,0.016594828,0.474255427,77.0,LG,LG Electronics,0.424973929,0.148596859625
Motorola RAZR IS12M XT909,2012-03-01,2012.166667,2628,0.499984741,0.125838031,0.599817517,0.18705036,0.178861789,0.46031746,0.170259209,0.334836066,0.006414368,0.004239556,0.014439655,0.535840485,87.0,Motorola,Motorola,0.4403701935,0.169552307875
Motorola RAZR MAXX XT910 (Motorola Spyder Max),2012-03-01,2012.166667,2629,0.499984741,0.249999232,0.599817517,0.18705036,0.178861789,0.46031746,0.170259209,0.334836066,0.018537524,0.007900991,0.018318966,0.535840485,87.0,Motorola,Motorola,0.47141049375,0.17201029562500003
